id,title,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6TPMFSJFmyIohTM5El90Po,Under My Wheels,Alice Cooper,0.239,0.798,5,-13.952,1,0.000485,0.376,0.141,0.292,141.228,171560,4
3cb3ilVVVMSQ7D7EETAnmi,It's Me,Alice Cooper,0.464,0.667,11,-8.969,0,0.165,4.15e-05,0.204,0.449,150.624,278493,4
3YU9X8ryOR20beT7wOlDIJ,I'm Eighteen,Alice Cooper,0.618,0.413,4,-14.164,0,0.249,0.0517,0.131,0.531,97.84,180760,4
2O2ii9OPZYh1NBXo9FtE0Y,Check My Brain,Alice In Chains,0.441,0.845,10,-3.315,1,3.28e-06,0.0533,0.723,0.304,113.989,237907,4
4QxG6WiU4bHKfyajquwvC0,Hollow,Alice In Chains,0.454,0.826,6,-5.071,0,2.16e-05,0.598,0.372,0.176,98.035,341134,3
0wvIGFIgbyz4JNwQhZgTv2,Rooster (2022 Remaster),Alice In Chains,0.271,0.551,3,-8.46,1,0.0307,0.000581,0.118,0.2,143.899,374333,3
4PtZE0h5oyPhCtPjg3NeYQ,No Excuses,Alice In Chains,0.527,0.838,3,-6.013,1,0.0206,0.00062,0.07,0.721,117.454,255573,4
5uOCyaHjhmWghYpbdeHJ7y,Get Born Again,Alice In Chains,0.342,0.861,8,-6.657,1,0.00163,0.0497,0.159,0.298,102.917,327333,4
3JHDtmFdX9kdx9wz0md98U,Like You'll Never See Me Again,Alicia Keys,0.562,0.657,7,-8.074,1,0.173,0.000272,0.102,0.266,127.808,315360,4
6LGwYMXXgURfaequXipzHx,You Don't Know My Name,Alicia Keys,0.264,0.663,9,-8.264,1,0.59,0.00443,0.342,0.249,167.078,366733,4
5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,Alien Ant Farm,0.653,0.964,9,-4.261,0,0.00316,0.00512,0.144,0.87,126.928,209267,4
0ilZMeXHPKDPjUc4Neu04f,Where Love Lives (Come On In) - Classic Mix,David Morales,0.708,0.566,11,-10.142,0,0.000127,0.0338,0.29,0.731,121.997,416027,4
4I7mWEmn4T5YeoLUpW31G3,Love Resurrection,Alison Moyet,0.724,0.759,9,-6.65,0,0.148,0.0016,0.101,0.892,122.607,231480,4
68gGCRgsGRP7bYvsbWb4RW,"Tighter, Tighter",Alive and Kicking,0.51,0.83,1,-10.979,0,0.0245,7.49e-05,0.0409,0.847,81.063,165373,4
6e0LjNPkRqxIAlmmdjWSV8,Moi... Lolita,Alizée,0.628,0.888,11,-3.74,0,0.0519,0.000191,0.233,0.577,107.958,264283,4
6Rx1YIKO5T2g5hXu9dPHUW,Moonlighting,Al Jarreau,0.666,0.828,1,-5.276,1,0.223,1.86e-05,0.316,0.613,101.408,183973,4
2Vo28PCuSInCfdZ2WMHVPL,"Hello Muddah, Hello Faddah (A Letter from Camp) - Remastered Version",Allan Sherman,0.619,0.409,9,-12.887,1,0.81,0.0,0.641,0.626,115.591,174653,4
701oRFDRzsz3WdhCFOtUJj,Whipping Post,Allman Brothers Band,0.315,0.64,4,-9.256,0,0.329,0.341,0.0879,0.583,97.968,317438,4
5cfYurP1XKldMBtvBBJiTs,Ramblin' Man,Allman Brothers Band,0.349,0.692,1,-11.691,1,0.462,0.00266,0.197,0.952,179.396,288507,4
2tVQhBSJ1SQtb4gX0taaiR,Jessica,Allman Brothers Band,0.345,0.745,2,-11.021,1,0.365,0.735,0.19,0.879,105.058,450600,4
2fGG3C8ZJ8iWrNvquDLdQr,One Way Out,Allman Brothers Band,0.566,0.74,9,-8.012,1,0.548,0.0358,0.96,0.87,106.713,288387,4
4CC9arynSbnWtFQ6R0Q6HD,Hot 'Lanta,Allman Brothers Band,0.213,0.807,9,-9.212,0,0.259,0.581,0.734,0.443,87.072,406507,4
6IPFsG4OpNShJfJ4LoeJW0,Beat Goes On,The All Seeing I,0.734,0.602,10,-9.136,1,0.184,0.474,0.131,0.691,154.862,209640,4
0eoIEzzHZ9YKNxnypWpFMR,1st Man in Space,The All Seeing I,0.754,0.683,11,-7.962,0,0.37,0.338,0.62,0.808,131.164,300360,4
4I6OrFObPlJNl1bP2KZTjA,I Love You More And More Every Day - Remastered,Al Martino,0.476,0.219,8,-13.406,1,0.492,0.0,0.201,0.595,103.496,135333,4
5AKQ1JHezaXDmN5SyMSpEr,Fascination,Alphabeat,0.495,0.878,6,-3.266,0,0.00027,9.02e-05,0.07,0.825,193.947,182120,4
3ZS2qTuIKicmzyG7smkajW,Before You Love Me,Alsou,0.476,0.706,9,-5.587,1,0.323,0.0,0.107,0.876,206.173,176587,4
5jYYumalS1qELrcChOCZrK,Year of the Cat - 2001 Remaster,Al Stewart,0.531,0.607,4,-9.602,0,0.0114,0.00511,0.121,0.534,116.652,401400,4
34MtTiQifLVLpmI5jyh2iv,Love Lies Limp,Alternative TV,0.829,0.339,9,-15.954,1,0.0237,0.000696,0.0674,0.812,111.814,185120,4
7nxHKlwLGK7w20U3SpYHy7,Deep In the Heart of Texas,Alvino Rey,0.765,0.392,3,-8.458,1,0.972,0.000217,0.277,0.68,100.53,159920,5
1twbyNBfmBi00h6acviBvF,I've Got a Feeling (We'll Be Seeing Each Other Again),Al Wilson,0.716,0.586,0,-10.37,0,0.332,0.0,0.129,0.949,104.346,197131,4
1oRvLqwJowH9JU0uO1iVzA,Third Rate Romance - Remastered,Amazing Rhythm Aces,0.825,0.532,9,-10.169,1,0.714,0.000312,0.195,0.778,116.207,201827,4
4Anh5Ti55P6SXG3H94QLqV,I Need You,George Martin,0.528,0.472,7,-10.428,1,0.583,0.0,0.129,0.251,134.099,183187,3
5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,America,0.441,0.547,4,-12.222,1,0.13,0.000143,0.109,0.716,134.753,199573,4
4uTTd2SlalZoG0zVgI63kH,Tin Man,America,0.646,0.531,7,-10.785,1,0.528,0.0133,0.0836,0.655,172.02,209867,4
1dwNfs9p0NiwvmI52iBdsR,"Bend Me, Shape Me",American Breed,0.562,0.516,2,-12.981,1,0.00724,0.107,0.0826,0.723,124.392,148653,4
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,0.612,0.961,10,-3.078,0,0.107,4.17e-05,0.0413,0.867,129.873,238760,5
4lh2f3aeRv0GcTUwP4Ydi1,Can Anyone Explain,The Ames Brothers,0.282,0.0927,9,-20.998,1,0.874,0.00531,0.102,0.296,144.496,181945,4
3LmvepVb2MLJk7gWcYULVq,Melodie D'Amour,The Ames Brothers,0.462,0.544,7,-8.651,1,0.873,2.69e-05,0.413,0.88,168.932,157040,4
3WMTjwP9vTwmuDSQ4IpYW4,Sentimental Me,The Ames Brothers,0.407,0.19,8,-11.395,1,0.856,0.0,0.136,0.244,74.508,198240,4
3IDsegNBHC4pjGCOMTQYlU,"Baby, Baby",Amy Grant,0.702,0.901,1,-4.45,1,0.426,0.00153,0.0368,0.919,97.862,236973,4
5LC7nItIEFp4nzdFdEGbf9,Stronger Than Me,Amy Winehouse,0.883,0.458,9,-6.801,0,0.0401,0.000419,0.0603,0.816,91.426,214493,4
1L5tZi0izXsi5Kk5OJf4W0,Rehab,Amy Winehouse,0.434,0.872,0,-2.974,1,0.0473,1.83e-06,0.396,0.732,71.515,213760,4
570ZDO2Lmh6NQChOU5xPUL,Love Is A Losing Game,Amy Winehouse,0.48,0.561,0,-5.874,1,0.317,0.00641,0.184,0.541,164.791,154160,4
5TImISmK9CQtBrt0rLbq0R,Help Yourself,Amy Winehouse,0.782,0.481,6,-6.684,0,0.0386,0.000702,0.0364,0.728,88.011,301000,4
2zxLOWajVC4i8fs4OUUx36,'Round Midnight,Amy Winehouse,0.473,0.784,8,-7.213,0,0.0119,0.0287,0.107,0.625,182.105,228013,4
7zrpoAJte9o12TzawqgdD0,Con te partirò,Andrea Bocelli,0.241,0.367,7,-7.95,1,0.844,0.00279,0.0873,0.302,135.267,250984,5
3Mx6U6CpcvLj4fHYneg5RB,Glorious,Andreas Johnson,0.45,0.755,11,-5.029,0,0.00169,0.00451,0.123,0.0648,103.185,207293,4
3gJt2tWCiIHT8tuWQs1ERh,Don't Fence Me In,The Andrews Sisters,0.636,0.134,3,-14.075,0,0.983,0.00262,0.219,0.453,94.717,187827,4
70GmTFUEIqeD919ZckhKRO,Along The Navajo Trail,Bing Crosby,0.502,0.123,0,-15.778,0,0.972,0.0,0.271,0.423,85.146,165480,4
3FbJlqPtBpjJcxa3zgV7QB,Down in the Valley,The Andrews Sisters,0.267,0.0879,1,-14.847,1,0.987,1.87e-05,0.119,0.276,84.635,182760,4
1VBj7RIbwUOjNetvbECBTz,I Wanna Be Loved - 1950 Single Version,Gordon Jenkins & His Orchestra,0.455,0.0792,8,-14.181,1,0.928,0.0,0.138,0.22,112.112,197973,1
0E0bZtTG39K95uRjqBo1Mx,Party Hard,Andrew W.K.,0.461,0.994,4,-3.413,1,3.08e-05,9.92e-06,0.156,0.751,162.171,184907,4
4uDJdDSIARqTRf6qZhwYR6,I Just Want To Be Your Everything,Andy Gibb,0.651,0.648,9,-7.44,1,0.167,1.7e-05,0.192,0.868,97.017,225667,4
59CwaG6TGTfXVPB135QYqs,Until the Real Thing Comes Along,Andy Kirk,0.557,0.0316,8,-20.311,1,0.981,0.000443,0.0565,0.356,98.591,179583,4
00y6eVo4IOgT0O3jdBLWHd,Laughing On The Outside (Crying On The Inside),Andy Russell,0.328,0.182,0,-14.598,0,0.981,0.6,0.31,0.386,69.044,181933,4
6V8Y2UG504mMSgHWHqnxSp,I Can't Begin to Tell You,Andy Russell,0.213,0.27,0,-14.404,1,0.946,0.0251,0.574,0.339,73.687,178875,4
4JqqnRbsVq66TNgl0eCbYO,Underneath the Arches,Andy Russell,0.615,0.105,3,-14.092,0,0.995,0.00333,0.11,0.424,121.999,145387,4
6SW50CFLBpAWGDB0VtbTuW,Are You Sincere,Andy Williams,0.488,0.121,1,-19.629,1,0.868,2.56e-05,0.243,0.367,104.434,168573,4
4vzwzP3O4ihgi4FdewHMsb,Lonely Street,Andy Williams,0.428,0.111,9,-16.501,1,0.95,0.0115,0.087,0.389,100.486,166493,3
39fUc1PFMJdOUJrSWrPuYp,Music to Watch Girls By,Andy Williams,0.429,0.602,8,-9.957,1,0.719,9.76e-05,0.324,0.632,157.103,156080,4
2T1rbZFA1fZUj0kVVKF1X7,Can't Get Used to Losing You,Andy Williams,0.425,0.23,0,-10.513,1,0.918,5.37e-05,0.0529,0.783,179.922,140507,4
1Y8WUbypd9NkPbXeBzTuIx,Danny Boy,Andy Williams,0.228,0.232,2,-14.003,1,0.903,0.00236,0.113,0.103,137.577,175200,4
5dcxuUQZI7nPldcNkxAR9v,Happy Heart,Andy Williams,0.265,0.356,7,-12.721,1,0.694,0.0,0.656,0.509,110.761,192467,4
3tZm76otWH20xzJC7icHCk,Wish I Didn't Miss You,Angie Stone,0.856,0.755,10,-5.691,1,0.355,0.000621,0.145,0.842,123.883,270893,4
5ezdmutheOfhOIdoEeK5vM,You Had Time,Ani DiFranco,0.51,0.07,6,-22.532,1,0.978,0.00892,0.0879,0.224,85.974,349000,4
3bTyUD39OY8Xu4yOTom383,Peacebone,Animal Collective,0.592,0.948,4,-3.982,1,0.185,0.000228,0.276,0.569,162.898,313171,3
0RcJoi4OLdWWvhwQAZ25Oa,Who Could Win A Rabbit,Animal Collective,0.459,0.85,0,-8.132,1,0.378,0.0,0.588,0.52,91.977,138840,3
15ZTgm66bORwVxRQySgMkN,Don't Bring Me Down (Bonus Track),The Animals,0.53,0.789,10,-5.662,1,0.357,0.0836,0.121,0.784,116.82,196653,4
77Yb8RXP7vyBrCb7g2CQbv,Inside Looking Out,The Animals,0.379,0.699,7,-8.726,0,0.0531,0.00215,0.195,0.631,127.776,225200,3
7gd2tkbcXCjBO1k6fDW2Gn,Obsession,Animotion,0.614,0.834,7,-6.925,1,0.00819,0.22,0.301,0.322,114.588,335413,4
1oFRzQ2srUSLeIPOaRMssu,Giving You the Best That I Got - Single Version,Anita Baker,0.637,0.542,9,-8.173,1,0.765,0.0,0.302,0.38,105.322,233973,4
5lQxMlCMTzCj3j4vyzdl8T,Danny's Song,Anne Murray,0.512,0.379,11,-12.251,0,0.418,1.09e-05,0.0967,0.522,144.687,188293,4
73vzOFFjJn4LUGUL9jhH4i,Broken Hearted Me,Anne Murray,0.427,0.382,1,-11.774,1,0.164,1.22e-06,0.103,0.0726,133.562,236360,4
2ZMVTfvCziy8qzSMgpD8Cz,A Love Song,Anne Murray,0.511,0.417,7,-10.982,1,0.678,0.0,0.145,0.707,138.18,169493,4
6aBiU9lFd3BhtggI7aeqBI,I Just Fall In Love Again,Anne Murray,0.444,0.351,0,-9.01,1,0.0461,1.94e-06,0.119,0.0853,132.527,171640,4
2ik5qJAcmrjbpON5QPxmRr,Snowbird,Anne Murray,0.531,0.48,9,-10.633,1,0.256,0.000136,0.0908,0.881,104.117,134227,4
1Gn8pWj4PdhC2n4te1DmDg,Chewing Gum - Vocal Mix; Radio Edit,Annie,0.867,0.867,5,-4.401,1,0.275,0.0,0.167,0.924,107.088,209173,4
0gSEyG7pOFuHM05433EibX,Into the West,Annie Lennox,0.312,0.031,0,-22.035,1,0.914,8.81e-06,0.0949,0.0399,92.074,347600,4
3cFnb3Rg9a7Gzqxc5QQ9YZ,Got The Time,Anthrax,0.371,0.973,10,-5.303,0,0.000641,0.00163,0.0423,0.444,127.721,164333,4
09ZGF6mwJVzw5jxqbtT53E,Hope There's Someone,Antony and the Johnsons,0.294,0.184,6,-10.421,1,0.979,0.0115,0.143,0.0812,141.245,261200,1
5FgQkEcqMXCqFdcsEx143b,The Four Horsemen,Aphrodite's Child,0.294,0.653,2,-11.52,1,0.0612,0.000689,0.14,0.185,95.011,353427,4
0WZZJ0mDKIkLfL0710ssZt,Neighborhood #1 (Tunnels),Arcade Fire,0.282,0.738,0,-5.566,1,0.0647,0.0142,0.29,0.211,126.914,288333,4
61ARSKFMwoVnIwXAVnfNNh,Neighborhood #2 (Laika),Arcade Fire,0.555,0.876,11,-5.628,0,0.0556,0.00503,0.121,0.961,130.703,212000,4
4KjdLo9JWJEKYoAJ8spkat,Keep the Car Running,Arcade Fire,0.474,0.902,2,-6.261,1,0.362,0.0218,0.0618,0.279,96.342,209093,4
7Bl5Fqa2g1UFs2O1VJiKhb,Intervention,Arcade Fire,0.365,0.698,0,-6.643,1,0.0349,7.85e-05,0.215,0.233,121.403,259000,4
3evKZi4dI9Nw7Hit26XFN9,I Can't Stop Dancing,Archie Bell & The Drells,0.565,0.729,0,-7.75,1,0.656,0.000147,0.0492,0.818,122.291,141373,4
6MTd61g9zq6CB1FnJydjEb,Sugar Sugar,The Archies,0.757,0.725,2,-7.259,1,0.399,0.0,0.108,0.965,122.439,167213,4
5kxVyCgEUND7E2QKG7JmoF,Teddy Picker,Arctic Monkeys,0.637,0.963,9,-5.116,1,0.000286,0.000889,0.0449,0.823,150.1,165000,4
0EtkAchTEDhAAIXhpbeXzS,Who's Zoomin' Who? - Single Version,Aretha Franklin,0.789,0.483,8,-12.648,1,0.265,0.0,0.0858,0.831,109.775,277000,4
2vWpexnqyNzFoUpmLHxGVb,"Baby, I Love You",Aretha Franklin,0.681,0.261,0,-17.347,1,0.625,2.09e-06,0.247,0.795,91.357,159107,4
3lrSnngQqNWgvQmcFbCJCx,(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin,0.708,0.67,3,-8.142,1,0.471,0.0318,0.0631,0.939,117.149,145507,4
3pi27Gt4NetgWmEMFOCjBQ,A Rose Is Still a Rose,Aretha Franklin,0.631,0.793,8,-7.551,0,0.212,0.0,0.0441,0.826,175.814,266667,4
3BucMqBqIR5Aw7MrUkF00y,Ain't No Way,Aretha Franklin,0.387,0.315,3,-9.477,1,0.798,0.000381,0.086,0.232,135.388,254400,3
1JEFsHZxUy24AvyC49GKVj,Call Me,Aretha Franklin,0.517,0.375,7,-11.527,1,0.682,1.28e-06,0.458,0.306,118.391,237067,3
7L4G39PVgMfaeHRyi1ML7y,Day Dreaming,Aretha Franklin,0.463,0.273,0,-15.364,0,0.907,0.000367,0.101,0.293,146.426,239960,4
7rvGZDlfqCjY9EWEUg3Xs6,Rock Steady,Aretha Franklin,0.749,0.752,7,-10.3,1,0.0108,0.0954,0.235,0.887,104.7,193573,4
3vfIv3pvYlLOa0wKIEuqFn,Hold Your Head Up,Argent,0.502,0.488,7,-12.265,1,0.3,0.128,0.319,0.74,89.279,377560,4
6N8AZdS5dxMTJN0jslJ7Cm,Flowerz (feat. Roland Clark),Roland Clark,0.719,0.691,1,-8.283,1,0.0231,0.000513,0.0792,0.781,125.979,576560,4
7a6Igp8k6ToKjcYXO1oc0L,Koochy - Edit,Armand Van Helden,0.764,0.671,7,-8.562,1,0.000817,0.484,0.311,0.569,128.003,201427,4
4REBvM1nKIoHZHUWGbX4GP,My My My - Funktuary Radio Mix,Funktuary,0.678,0.884,4,-6.208,0,0.0132,0.00557,0.169,0.723,127.491,221493,4
39NlYZyFXdYF4V4BVoOfNd,NYC Beat - Radio Edit,Armand Van Helden,0.74,0.915,8,-4.838,1,0.000462,6.84e-05,0.454,0.539,129.99,197373,5
7kDOMFX3JNYIKvrQqftOwY,Obsession,Army Of Lovers,0.757,0.641,1,-10.681,1,0.0497,0.00046,0.234,0.951,103.981,221760,4
1aaoIHFT9UqhlaEwLAhh00,Tennessee,Arrested Development,0.822,0.661,1,-10.234,0,0.0241,3.95e-06,0.315,0.67,99.883,272707,4
3bZwaUUgO09pEBAhGR9fRU,"Quicksilver (Live) - Live At Birdland, New York/1954",Clifford Brown,0.431,0.8,5,-5.795,0,0.393,0.00245,0.712,0.864,141.301,418587,4
0ct4ws55SFBY6BcrEfTdz4,Formed a Band,Art Brut,0.41,0.886,11,-3.631,0,0.000649,0.0169,0.0952,0.712,140.037,180693,4
5VAw5AYO7FAPCdaRvAmiTY,All I Know,Art Garfunkel,0.276,0.386,0,-13.194,1,0.785,3.35e-05,0.0827,0.405,81.113,230787,4
0pvA063uNyGQFp7DNtmk0P,Sweet Soul Music,Arthur Conley,0.59,0.659,5,-9.669,1,0.104,6.56e-06,0.356,0.965,80.201,141067,4
0MqHxfweF5Y5rSfuU3FQ13,I'm looking over a four leaf clover,Art Mooney and His Orchestra,0.731,0.541,7,-11.834,1,0.879,7.47e-05,0.325,0.97,108.462,144379,4
2trQYWhbWQkDSWT8SHyowB,Bluebird of Happiness,Art Mooney,0.22,0.182,1,-16.402,1,0.992,0.267,0.185,0.265,90.504,205322,4
0FAfpxACP2kawablmvNH4K,Baby face,Art Mooney and His Orchestra,0.717,0.89,5,-4.553,1,0.851,5.63e-05,0.244,0.597,112.872,142259,4
1pXJK26qbffLuGOQoJENgC,"Paranoimia (feat. Max Headroom) - 7"" Mix; 2017 Remaster",Max Headroom,0.705,0.735,11,-9.694,0,0.218,0.0768,0.11,0.837,111.909,198368,4
3t295lJkdYDfunk8SlllXl,Close (To The Edit),The Art Of Noise,0.679,0.764,5,-12.416,1,0.0252,0.788,0.0954,0.748,107.217,336067,4
2bsczk82MWGPmTbe6IWYsa,Moments In Love,The Art Of Noise,0.696,0.234,9,-14.991,1,0.28,0.0511,0.311,0.489,138.118,615693,4
4Qtu0Y2KSnqwr5NJTDQX0C,Goldfinger,Ash,0.253,0.957,6,-3.399,1,0.0221,0.115,0.366,0.332,187.995,271733,4
2QN7lhAV6D9VaJ7HfjDg6Z,Kung Fu,Ash,0.262,0.959,9,-4.527,1,0.00613,7.42e-06,0.337,0.494,176.273,137307,4
2xaI5FwmtidTwPTTc3pzEN,Angel Interceptor,Ash,0.223,0.903,4,-4.83,1,0.225,0.194,0.373,0.258,168.123,244333,4
4daraBRKwKGEA6dwom2DqG,Shining Light,Ash,0.482,0.934,2,-3.486,1,1.55e-05,0.00204,0.108,0.526,106.616,309013,4
1nmZ8yqKkfooOuYvtFctDp,Heat Of The Moment,Asia,0.306,0.86,1,-7.371,1,0.204,0.000146,0.369,0.541,136.265,227893,4
7jk3ZqGkfEcPUY0YYpWBN3,Party Fears Two - 2016 Remaster;Single Edit,The Associates,0.596,0.894,7,-5.894,1,0.0436,3e-06,0.572,0.671,128.639,249120,4
7uGeDI6nJEdUYMsMd7mQyl,Cherish,The Association,0.51,0.544,5,-8.308,1,0.776,0.0,0.144,0.598,110.197,207133,4
7g0WpDuOX4hxBKCsoitOXn,Everything That Touches You,The Association,0.545,0.356,7,-11.709,1,0.578,0.000377,0.425,0.638,109.822,198987,4
2cwjS2UkebBgXfQgUZvr4W,Never My Love,The Association,0.495,0.271,6,-17.492,1,0.564,0.00237,0.0716,0.555,95.284,190507,4
6RUpOheT93fUdI508K5w6U,Windy,The Association,0.677,0.722,5,-7.767,1,0.357,0.148,0.105,0.898,132.996,174600,4
0tTDdN1Khic1MtIap7Ldgb,So Into You,Atlanta Rhythm Section,0.624,0.385,5,-14.233,0,0.697,0.0378,0.144,0.777,86.044,261360,4
6qoCBpEnqwsr7Fm51F7t3w,Secret Lovers,Atlantic Starr,0.379,0.594,0,-9.566,1,0.781,3.86e-06,0.128,0.507,73.581,330373,4
1TDk2Jmi4dVZhm2dum3Jim,Cochise,Audioslave,0.452,0.873,9,-4.867,1,0.000519,0.0,0.0592,0.433,80.473,222027,4
0SRTizb4RyFqkGfmgqH8Vk,Something's Wrong With Me,Austin Roberts,0.38,0.341,2,-9.821,1,0.339,0.0,0.134,0.277,150.859,209587,4
5XKw4mezzmvfzbHTFx6AwV,Reckless (Don't Be So...) - Remastered,Australian Crawl,0.7,0.339,2,-10.101,1,0.168,8.3e-05,0.0772,0.219,60.197,323989,4
5ApWGNgkZ5QJo9hBfBTqHq,Since I Left You,The Avalanches,0.518,0.916,7,-7.222,1,0.257,0.0,0.84,0.485,102.81,260067,4
1BRhBS4rXXPdVRlpmqB0cb,Electricity,The Avalanches,0.533,0.771,6,-7.426,0,0.0871,0.0189,0.185,0.422,105.042,209533,4
2H5nsVLjDwWsxfyajm0lVS,Pick up the Pieces,Average White Band,0.77,0.858,10,-7.086,0,0.0106,0.685,0.0298,0.76,109.883,234587,4
6kMAks5yWvOerqcsYbZs19,School Boy Crush,Average White Band,0.641,0.494,11,-11.065,0,0.258,0.47,0.194,0.874,172.048,299533,4
00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,Avril Lavigne,0.487,0.9,0,-4.417,1,6.79e-05,0.0,0.358,0.484,149.937,204000,4
0dEQaNYfp5G7Sflek2Qnde,Don't Tell Me,Avril Lavigne,0.523,0.795,4,-2.92,1,0.00462,0.0,0.358,0.484,144.106,202013,4
7kJXjcl5lk7g7fNQAVVpkl,Somewhere in My Heart,Aztec Camera,0.638,0.733,0,-9.529,1,0.0853,0.0,0.13,0.634,133.834,241920,4
62BAnYuPDItnQQXOGcOzxf,Summer Of Love,The B-52's,0.776,0.942,10,-8.943,0,0.0505,0.00733,0.0465,0.961,130.911,246066,4
73bJ24XyBd3cRlsyG91F07,Deadbeat Club,The B-52's,0.711,0.813,1,-6.068,1,0.0215,0.000126,0.272,0.933,126.988,296000,4
6Xlm2nZwdLtYYIuvNJSrhE,Party Out Of Bounds,The B-52's,0.654,0.787,11,-11.162,0,0.127,0.00082,0.0679,0.782,160.918,203733,4
0Y87qqNyXLEwv7VNBQ6Thq,Private Idaho,The B-52's,0.572,0.771,11,-11.455,0,0.0245,4.04e-05,0.315,0.891,165.617,216200,4
55oE1XL7HceNY7VR7Nz4yu,Sweet '69,Babes In Toyland ,0.355,0.928,9,-5.552,0,2.74e-05,0.134,0.316,0.667,144.858,244507,4
0lpIk0MGO0WhtVLOPqyOLB,Early Warning,Baby Animals,0.514,0.881,3,-8.008,1,0.000524,0.00143,0.0639,0.714,125.576,237360,4
76fFzThA0KjAea2BdVlHnD,Every Time I Think of You,The Babys,0.395,0.641,7,-5.96,1,0.188,7.1e-05,0.145,0.421,121.451,239160,4
0lzNXoZINVBLHWNIxKxWOo,Takin' Care Of Business,Bachman-Turner Overdrive,0.724,0.703,5,-14.007,1,0.0488,2.69e-06,0.146,0.965,129.985,289893,4
05mzctclS0ZqqTLEiDIGkt,Roll On Down The Highway,Bachman-Turner Overdrive,0.475,0.823,7,-11.994,1,0.00333,0.00839,0.311,0.881,138.981,237800,4
36vTL8WP4ZoD1bbUaW0V3E,Bad Company - 2015 Remaster,Bad Company,0.545,0.467,8,-10.862,1,0.491,0.175,0.0805,0.444,113.713,288053,4
71GMl3Q7U4JnrTqI9kfcoN,Rock 'n' Roll Fantasy - 2009 Remaster,Bad Company,0.605,0.716,2,-5.471,1,0.0261,5.82e-06,0.13,0.868,112.302,197467,4
0tKjVEJlX3IZ5L1rEJc5hh,When I See You Smile,Bad English,0.495,0.609,7,-9.902,1,0.42,0.0,0.187,0.33,135.671,257440,4
0wb21I1NV5uVUolRXIqlJF,Come And Get It - Remastered 2010,Badfinger,0.616,0.629,8,-6.9,1,0.0285,1.32e-06,0.208,0.606,94.004,143213,4
2XKW8CH8nRZH9cF2DNjBHN,Day After Day - Remastered 2010,Badfinger,0.399,0.686,5,-7.112,1,0.109,0.000874,0.112,0.377,101.806,191053,4
0Wo8AS78mXmVnfBNcvdxuO,Silent Sigh,Badly Drawn Boy,0.598,0.657,0,-9.538,1,0.0724,1.37e-05,0.114,0.549,104.044,284707,4
7C794YeXiiSdlvGLxgabkd,21st Century (Digital Boy),Bad Religion,0.447,0.979,5,-3.742,1,6.71e-05,0.0,0.316,0.633,133.685,169013,4
2EGaDf0cPX789H3LNeB03D,Cruel Summer,Bananarama,0.666,0.871,1,-6.017,0,0.27,0.0208,0.263,0.936,108.501,215326,4
7aTCCNpHJD2Jgv0LLVJb8Y,Up On Cripple Creek,The Band,0.719,0.67,9,-9.113,1,0.243,0.0223,0.0618,0.96,144.041,270293,4
2uMbDaPM5knVhHlDXqCc2c,Chest Fever - Remastered 2000,The Band,0.439,0.696,4,-7.911,1,0.0753,0.197,0.0846,0.307,99.72,313554,4
26B0n5dX4S6pEdFMkfdNZo,Is There A Ghost,Band of Horses,0.299,0.843,1,-3.841,1,0.0049,4.78e-06,0.079,0.139,135.643,179667,4
27IZXTdeGYjU6m5lTyDpmr,The Funeral,Band of Horses,0.318,0.76,0,-6.115,0,0.016,0.0,0.102,0.104,122.414,322173,4
5r6Y5sg1BqRJiwZRwH5Er0,Going Down to Liverpool,The Bangles,0.228,0.772,11,-9.929,1,0.16,0.00499,0.138,0.82,167.906,220227,4
2cGg4NNK1r3IHjoOheQPZH,Following,The Bangles,0.606,0.15,6,-13.34,0,0.93,0.00506,0.105,0.155,117.433,201427,4
4IZBzpxPNFmKP7I6D3qVH6,I know (You Don't Love Me No More),Barbara George,0.848,0.409,5,-10.757,1,0.259,0.0115,0.0665,0.826,123.772,144933,4
7v8YDCoM60xCPuSbXerImD,Hello Stranger,Barbara Lewis,0.458,0.164,0,-23.883,1,0.743,0.0,0.125,0.82,103.32,166960,4
2gZpW5pTZkimGG98loFSl2,Yes. I'm Ready,Barbara Mason,0.237,0.377,5,-8.798,1,0.902,0.0,0.131,0.479,173.142,184333,3
0yWTY5DsdlY5bGrVlh7Hxj,"Make No Mistake, He's Mine (feat. Kim Carnes)",Kim Carnes,0.156,0.0844,6,-21.035,1,0.873,0.0,0.107,0.0893,71.874,249267,4
3ZSQZwcEDrd3qw8cpmatGn,Spring Can Really Hang You up the Most - Quartet Version,Barbra Streisand,0.387,0.164,0,-17.2,0,0.951,0.000309,0.11,0.115,68.913,270547,4
6WRtmaqW8Tbd5qgSqX3TAP,My Heart Belongs to Me,Barbra Streisand,0.27,0.22,0,-15.15,0,0.7,8.52e-06,0.198,0.247,139.866,201133,4
